"LOCATION","Country","MEA","Overall measure","VAR","Components","POP","Age","SEX","Sex","EDU","Education","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2011","2011","PC","Percentage","0","Units",,,5.34808111190796,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2012","2012","PC","Percentage","0","Units",,,4.52117109298706,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2013","2013","PC","Percentage","0","Units",,,4.529221534729,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2014","2014","PC","Percentage","0","Units",,,4.35732936859131,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,4.09536647796631,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2016","2016","PC","Percentage","0","Units",,,4.4553542137146,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2007","2007","PC","Percentage","0","Units",,,2.048091173172,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2008","2008","PC","Percentage","0","Units",,,2.6328444480896,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2009","2009","PC","Percentage","0","Units",,,5.32471561431885,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,5.99186706542969,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2011","2011","PC","Percentage","0","Units",,,5.31734466552734,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2012","2012","PC","Percentage","0","Units",,,5.13537836074829,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2013","2013","PC","Percentage","0","Units",,,4.42280626296997,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2014","2014","PC","Percentage","0","Units",,,4.32100248336792,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,4.16667366027832,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2016","2016","PC","Percentage","0","Units",,,4.43749475479126,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,20.1252517700195,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,18.6068534851074,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,15.7853727340698,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,25.9127883911133,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,16.383768081665,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,20.4172286987305,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2005","2005","USD","US Dollar","0","Units",,,17.6008739471436,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2006","2006","USD","US Dollar","0","Units",,,18.0246505737305,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2007","2007","USD","US Dollar","0","Units",,,18.3550815582275,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2008","2008","USD","US Dollar","0","Units",,,18.357759475708,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2009","2009","USD","US Dollar","0","Units",,,18.9452800750732,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2010","2010","USD","US Dollar","0","Units",,,19.7140502929688,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2011","2011","USD","US Dollar","0","Units",,,19.7569408416748,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2012","2012","USD","US Dollar","0","Units",,,19.9808406829834,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2013","2013","USD","US Dollar","0","Units",,,19.6316909790039,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2014","2014","USD","US Dollar","0","Units",,,19.7310695648193,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2015","2015","USD","US Dollar","0","Units",,,19.750919342041,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2005","2005","USD","US Dollar","0","Units",,,21.0207786560059,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2006","2006","USD","US Dollar","0","Units",,,21.4209289550781,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2007","2007","USD","US Dollar","0","Units",,,21.6644897460938,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2008","2008","USD","US Dollar","0","Units",,,22.0786113739014,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2009","2009","USD","US Dollar","0","Units",,,22.5070171356201,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2010","2010","USD","US Dollar","0","Units",,,22.7383670806885,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2011","2011","USD","US Dollar","0","Units",,,22.4106101989746,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2012","2012","USD","US Dollar","0","Units",,,22.9255924224854,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2013","2013","USD","US Dollar","0","Units",,,22.8365383148193,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2014","2014","USD","US Dollar","0","Units",,,22.7949962615967,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2015","2015","USD","US Dollar","0","Units",,,22.8964328765869,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2007","2007","PC","Percentage","0","Units",,,2.08743691444397,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2008","2008","PC","Percentage","0","Units",,,1.82268559932709,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2009","2009","PC","Percentage","0","Units",,,2.09251499176025,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,2.06853914260864,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2011","2011","PC","Percentage","0","Units",,,1.953160405159,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2012","2012","PC","Percentage","0","Units",,,1.95216298103332,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2013","2013","PC","Percentage","0","Units",,,1.87066566944122,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2014","2014","PC","Percentage","0","Units",,,1.29824113845825,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,1.59295475482941,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2016","2016","PC","Percentage","0","Units",,,1.67595171928406,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2007","2007","PC","Percentage","0","Units",,,2.38273215293884,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2008","2008","PC","Percentage","0","Units",,,2.76572608947754,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2009","2009","PC","Percentage","0","Units",,,4.08775186538696,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,3.83865237236023,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2011","2011","PC","Percentage","0","Units",,,3.48389530181885,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2012","2012","PC","Percentage","0","Units",,,3.00305604934692,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2013","2013","PC","Percentage","0","Units",,,3.35213613510132,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2014","2014","PC","Percentage","0","Units",,,3.09816479682922,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,2.97585964202881,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2016","2016","PC","Percentage","0","Units",,,2.877774477005,,
"FIN","Finland","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,21.0916004180908,,
"FIN","Finland","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,20.3776588439941,,
"FIN","Finland","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,18.5557670593262,,
"FIN","Finland","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,19.5544509887695,,
"FIN","Finland","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,18.5017795562744,,
"FIN","Finland","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,13.7640743255615,,
"FRA","France","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2006","2006","USD","US Dollar","0","Units",,,19.2735290527344,,
"FRA","France","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2010","2010","USD","US Dollar","0","Units",,,20.3801364898682,,
"FRA","France","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2014","2014","USD","US Dollar","0","Units",,,20.59108543396,,
"FRA","France","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2006","2006","USD","US Dollar","0","Units",,,21.5316047668457,,
"FRA","France","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2010","2010","USD","US Dollar","0","Units",,,22.2208213806152,,
"FRA","France","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2014","2014","USD","US Dollar","0","Units",,,23.0657444000244,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2007","2007","PC","Percentage","0","Units",,,2.26241064071655,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2008","2008","PC","Percentage","0","Units",,,2.46597242355347,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2009","2009","PC","Percentage","0","Units",,,2.93084812164307,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,2.98605465888977,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2011","2011","PC","Percentage","0","Units",,,3.05444526672363,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2012","2012","PC","Percentage","0","Units",,,3.45802855491638,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2013","2013","PC","Percentage","0","Units",,,3.43553733825684,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2014","2014","PC","Percentage","0","Units",,,3.76647162437439,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,3.79321527481079,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2016","2016","PC","Percentage","0","Units",,,2.80439186096191,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2007","2007","PC","Percentage","0","Units",,,2.98816704750061,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2008","2008","PC","Percentage","0","Units",,,2.77597713470459,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2009","2009","PC","Percentage","0","Units",,,4.07391166687012,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,3.40924000740051,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2011","2011","PC","Percentage","0","Units",,,3.27077174186706,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2012","2012","PC","Percentage","0","Units",,,4.00052404403686,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2013","2013","PC","Percentage","0","Units",,,4.34490013122559,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2014","2014","PC","Percentage","0","Units",,,4.62792491912842,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,4.43446779251099,,
"FRA","France","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2016","2016","PC","Percentage","0","Units",,,3.34828090667725,,
"FRA","France","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,30.888105392456,,
"FRA","France","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,35.0497817993164,,
"FRA","France","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,28.2705898284912,,
"FRA","France","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,37.200626373291,,
"FRA","France","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,40.8973121643066,,
"FRA","France","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,23.2073364257812,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2005","2005","USD","US Dollar","0","Units",,,20.9333686828613,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2006","2006","USD","US Dollar","0","Units",,,20.0027675628662,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2007","2007","USD","US Dollar","0","Units",,,20.4057350158691,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2008","2008","USD","US Dollar","0","Units",,,20.8680686950684,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2009","2009","USD","US Dollar","0","Units",,,21.3676071166992,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2010","2010","USD","US Dollar","0","Units",,,21.248685836792,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2011","2011","USD","US Dollar","0","Units",,,21.113603591919,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2012","2012","USD","US Dollar","0","Units",,,22.3929214477539,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2013","2013","USD","US Dollar","0","Units",,,22.5292530059814,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2014","2014","USD","US Dollar","0","Units",,,22.7313041687012,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2015","2015","USD","US Dollar","0","Units",,,23.1574859619141,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2016","2016","USD","US Dollar","0","Units",,,23.83664894104,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2005","2005","USD","US Dollar","0","Units",,,26.1209964752197,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2006","2006","USD","US Dollar","0","Units",,,25.1247310638428,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2007","2007","USD","US Dollar","0","Units",,,25.2784595489502,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2008","2008","USD","US Dollar","0","Units",,,25.8312168121338,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2009","2009","USD","US Dollar","0","Units",,,26.7670574188232,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2010","2010","USD","US Dollar","0","Units",,,26.1166591644287,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2011","2011","USD","US Dollar","0","Units",,,25.8375148773193,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2012","2012","USD","US Dollar","0","Units",,,27.0622749328613,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2013","2013","USD","US Dollar","0","Units",,,27.5518321990967,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2014","2014","USD","US Dollar","0","Units",,,27.6347713470459,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2015","2015","USD","US Dollar","0","Units",,,28.2364234924316,,
"DEU","Germany","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","MEN","Men","TP","Total","2016","2016","USD","US Dollar","0","Units",,,29.0645427703857,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2007","2007","PC","Percentage","0","Units",,,1.62114703655243,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2008","2008","PC","Percentage","0","Units",,,1.61114239692688,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2009","2009","PC","Percentage","0","Units",,,1.41140866279602,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,1.33013415336609,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2011","2011","PC","Percentage","0","Units",,,1.43755185604096,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2012","2012","PC","Percentage","0","Units",,,1.41592025756836,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2013","2013","PC","Percentage","0","Units",,,1.2475574016571,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2014","2014","PC","Percentage","0","Units",,,1.28002822399139,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,1.17419707775116,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","WOMEN","Women","TP","Total","2016","2016","PC","Percentage","0","Units",,,0.972410202026367,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2007","2007","PC","Percentage","0","Units",,,3.00855898857117,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2008","2008","PC","Percentage","0","Units",,,2.95260381698608,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2009","2009","PC","Percentage","0","Units",,,3.48696422576904,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,2.88658738136292,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2011","2011","PC","Percentage","0","Units",,,2.90257978439331,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2012","2012","PC","Percentage","0","Units",,,2.71307468414307,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2013","2013","PC","Percentage","0","Units",,,2.76894664764404,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2014","2014","PC","Percentage","0","Units",,,2.47710204124451,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,2.27229833602905,,
"DEU","Germany","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","MEN","Men","TP","Total","2016","2016","PC","Percentage","0","Units",,,1.91871416568756,,
"DEU","Germany","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,39.0845718383789,,
"DEU","Germany","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,25.0411720275879,,
"DEU","Germany","QWE","Quality of the working environment","1","Job Strain","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,24.116849899292,,
"DEU","Germany","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,49.7474975585938,,
"DEU","Germany","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,37.5757942199707,,
"DEU","Germany","QWE","Quality of the working environment","1","Job Strain","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,32.7811584472656,,
"GRC","Greece","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2007","2007","USD","US Dollar","0","Units",,,9.98960971832275,,
"GRC","Greece","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2008","2008","USD","US Dollar","0","Units",,,10.5244874954224,,
"GRC","Greece","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2009","2009","USD","US Dollar","0","Units",,,10.933331489563,,
"GRC","Greece","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2010","2010","USD","US Dollar","0","Units",,,10.3833808898926,,
"GRC","Greece","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2011","2011","USD","US Dollar","0","Units",,,9.90313053131104,,
"GRC","Greece","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","WOMEN","Women","TP","Total","2012","2012","USD","US Dollar","0","Units",,,10.1173439025879,,
